"Position","Address","Description","Price","Thumbnail","Thumbnail2","Thumbnail3","Thumbnail4","ListingUrl"
81,"Connaught Heights, Booth Road, Royal Docks, London, E16","Please Quote ASP ID: 52429 Situated on a peaceful development with concierge facilities, this bright apartment benefits from bright and modern interiors and a private balcony. Waterside Heights is situated on a peaceful residential street ...","£1,993 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33012/132340769/33012_52429_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33012/132340769/33012_52429_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33012/132340769/33012_52429_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/132340769#/?channel=RES_LET"
82,"Trelawn Road, London, E10","Ambassador are pleased to offer this recently refurbished 2 bedroom within walking distance to Leyton high road and Leyton underground station.","£1,900 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220430/128733527/220430_3334_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220430/128733527/220430_3334_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220430/128733527/220430_3334_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/128733527#/?channel=RES_LET"
83,"Roma Corte, 1 Elmira Street, Lewisham, London, SE13 7GS","A delightful 2 double bedroom apartment in the heart of vibrant Lewisham just moments from the DLR and Rail with great access to the City. The property is offered furnished with 2 double b...","£1,850 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/54k/53040/133933391/53040_328464_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/54k/53040/133933391/53040_328464_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/54k/53040/133933391/53040_328464_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133933391#/?channel=RES_LET"
84,"Higham Hill Road, London, E17","Ambassador are pleased to offer this 2 bedroom ground floor flat with private garden.","£1,900 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220430/85924884/220430_111111_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220430/85924884/220430_111111_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/221k/220430/85924884/220430_111111_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/85924884#/?channel=RES_LET"
85,"Marischal Road, Lewisham","Two Bedroom Apartment / Private Entrance Door / Shared Rear Garden / Part Furnished / Own Private Entrance Door / First Floor / Central Heating / Double Glazing / Town Centre / Market place / Lewisham Station / Docklands Light Railway / Zone Two / 5 Week Deposit Required / Please follow our intag...","£1,650 pcm","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37160/133691006/37160_P332580_IMG_02_0000_max_476x317.jpeg",,,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37160/133691006/37160_P332580_IMG_02_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133691006#/?channel=RES_LET"
86,"High Street London N8","A stylish new build two double bedroom flat to rent. The property is located close to amenities of High Street Hornsey and transport links from Crouch End and Hornsey British Rail.","£1,800 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55432/133025621/55432_P212973_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55432/133025621/55432_P212973_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55432/133025621/55432_P212973_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133025621#/?channel=RES_LET"
87,"Hillfield Avenue London N8","Newly refurbished bright and spacious two bedroom flat set on the first floor of a period conversion. This property is ideally located close to amenities and a five minute walk to Hornsey BR","£1,950 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55432/133929050/55432_P213659_IMG_00_0001_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55432/133929050/55432_P213659_IMG_00_0001_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55432/133929050/55432_P213659_IMG_00_0001_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133929050#/?channel=RES_LET"
88,"Hill Road, London, CR4","We are pleased to present a newly renovated 2-bed ground floor flat with garden in Mitcham Area.*AVAILABLE NOW*The property benefits of a fully fitted open plan kitchen/dinning area, two double bedrooms and a family bathroom. Within minutes walk to shops, pubs, schools and transport links.","£1,690 pcm",,,,,"https://www.rightmove.co.uk/properties/133889159#/?channel=RES_LET"
89,"Cypress Court, Alpine Road, London, NW9","Oyster Properties are proud to present this bright and spacious 2 Bedroom 2 Bathroom apartment available to rent in Alpine Place in Queensbury. The property benefits from a modern fully fitted kitchen and large open plan living/dining room with access to spacious balcony. Accommodation comprises:...","£1,750 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/20k/19059/133928486/19059_STN150203_L_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/20k/19059/133928486/19059_STN150203_L_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/20k/19059/133928486/19059_STN150203_L_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133928486#/?channel=RES_LET"
90,"The Grainstore, Western Gateway, E16","*7th floor with balcony* A spacious split level warehouse conversion with concierge, ideally located in close proximity to Custom House DLR and Elizabeth Line. Featuring two double bedrooms, one on each floor, open plan reception with double height vaulted ceiling to the reception area. Furnished.","£2,000 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/219k/218600/133928039/218600_af3fadc1-97f0-4096-90a0-6b9922106e0f_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/219k/218600/133928039/218600_af3fadc1-97f0-4096-90a0-6b9922106e0f_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/219k/218600/133928039/218600_af3fadc1-97f0-4096-90a0-6b9922106e0f_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133928039#/?channel=RES_LET"
91,"Scrubs Lane, Willesden Junction, NW10","Delightful two double bedroom top floor apartment located just off Harrow Road. The property is in very good condition throughout. The apartment offers a large reception with wood floors, open plan fully fitted modern kitchen, two double bedrooms and a three piece bathroom with a shower and bath....","£1,746 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/64k/63858/133924463/63858_ABAC_008198_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/64k/63858/133924463/63858_ABAC_008198_IMG_02_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/64k/63858/133924463/63858_ABAC_008198_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133924463#/?channel=RES_LET"
92,"Gladstone Road London SW19","Zero deposit - A neutrally decorated property with two double bedrooms to rent within easy reach of Wimbledon station. Benefiting from a spacious eat-in kitchen and large reception room.","£2,000 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/59k/58000/133923206/58000_P213677_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/59k/58000/133923206/58000_P213677_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/59k/58000/133923206/58000_P213677_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133923206#/?channel=RES_LET"
93,"Lacy Road, Putney, SW15","Having been refurbished to the highest possible standard this larger than average purpose-built apartment is presented in excellent condition throughout. Set along the ever-popular Lacy Road which is surrounded by great bars and restaurants, Putney Train Station and Putney Bridge Tube Station are...","£2,000 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12692/133922417/12692_PTL160127_L_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12692/133922417/12692_PTL160127_L_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12692/133922417/12692_PTL160127_L_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133922417#/?channel=RES_LET"
94,"East Dulwich Road, London SE22","Well presented two bed two bath second floor apartment located opposite Goose Green within short walking distance to Lordship Lane, and East Dulwich and Peckham Rye Train Stations. Comprising of two double bedrooms, two bathrooms, a large open plan kitchen-living space and a private balcony...","£2,000 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/84k/83579/133922030/83579_6192519_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/84k/83579/133922030/83579_6192519_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/84k/83579/133922030/83579_6192519_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133922030#/?channel=RES_LET"
95,"Birnam Road, London","A two bedroom property in a period conversion on Birnam Road. This apartment has two good sized bedrooms, a separate living area and a galley kitchen. The property comes with period features such as a fireplace and sash windows.","£1,907 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/4k/3355/133921481/3355_32270340_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/4k/3355/133921481/3355_32270340_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/4k/3355/133921481/3355_32270340_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133921481#/?channel=RES_LET"
96,"Gilbey Road, London, SW17","We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location. Available to move in from 20 May 2023, this property benefits from garden access. Property is offered furnish... ** Property Reference: 1364725 **","£1,999 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/133921373/96668_136472511042022_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/133921373/96668_136472511042022_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/133921373/96668_136472511042022_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133921373#/?channel=RES_LET"
97,"Ascalon Street, SW8","**NO DEPOSIT OPTION AVAILABLE** SHORT LET ONLY - Two Bedroom apartment","£1,950 pcm","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/12k/11427/120419834/11427_0405_HRT040502411_IMG_00_0000_max_476x317.jpeg",,,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/12k/11427/120419834/11427_0405_HRT040502411_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/120419834#/?channel=RES_LET"
98,"Gleneagle Road, Streatham, SW16","This stunning two double bedroom spilt level Victorian conversion flat comprises a spacious living room, a fully fitted kitchen, a white bathroom suite and two spacious bedrooms. Further benefits include wooden flooring and a private rear garden. The property is located on a popular re...","£1,650 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12694/133920302/12694_SML140380_L_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12694/133920302/12694_SML140380_L_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12694/133920302/12694_SML140380_L_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133920302#/?channel=RES_LET"
99,"Brettenham Road, London","Available Now - Unfurnished - Two Double Bedrooms - Immaculate Condition - Modern Kitchen - Modern Bathroom - Private Section of rear Garden - Lloyd Park Location - 0.9 Miles to Walthamstow Central - Gas Central Heating","£1,700 pcm","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10145/133920269/10145_32270266_IMG_00_0000_max_476x317.jpeg",,,,"https://www.rightmove.co.uk/properties/133920269#/?channel=RES_LET"
100,"Seymour Road, Leyton","A truly stunningly Two Bedroom Warner Property","£1,700 pcm",,"https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/106k/105577/133919870/105577_400_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/106k/105577/133919870/105577_400_IMG_00_0000_max_476x317.jpeg","https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/106k/105577/133919870/105577_400_IMG_00_0000_max_476x317.jpeg","https://www.rightmove.co.uk/properties/133919870#/?channel=RES_LET"
